Guatemala	exports	wordnet_apparel_102728440
Turkmenistan	exports	wordnet_cotton_114870078
Germany	exports	wordnet_chemical_114806838
Turkey	exports	wordnet_fabric_103309808
Azerbaijan	exports	wordnet_machinery_103701640
India	exports	wordnet_chemical_114806838
Peru	exports	wordnet_natural_gas_114960090
Honduras	exports	wordnet_coffee_bean_107929351
Moldova	exports	wordnet_fabric_103309808
Norway	exports	wordnet_fish_102512053
Ecuador	exports	wordnet_fish_102512053
Peru	exports	wordnet_coffee_bean_107929351
South_Africa	exports	wordnet_diamond_113371958
Namibia	exports	wordnet_gold_113371760
Russia	exports	wordnet_natural_gas_114960090
Cameroon	exports	wordnet_lumber_114943580
Angola	exports	wordnet_cotton_114870078
Colombia	exports	wordnet_coffee_bean_107929351
Kyrgyzstan	exports	wordnet_cotton_114870078
Germany	exports	wordnet_metallic_element_114625458
Democratic_Republic_of_the_Congo	exports	wordnet_petroleum_114980579
Canada	exports	wordnet_plastic_114592610
Mozambique	exports	wordnet_cotton_114870078
United_Kingdom	exports	wordnet_apparel_102728440
Belarus	exports	wordnet_fabric_103309808
Pakistan	exports	wordnet_foodstuff_107566340
Burundi	exports	wordnet_cotton_114870078
Democratic_Republic_of_the_Congo	exports	wordnet_coffee_bean_107929351
Angola	exports	wordnet_petroleum_114980579
Uzbekistan	exports	wordnet_cotton_114870078
Togo	exports	wordnet_cotton_114870078
Cameroon	exports	wordnet_coffee_bean_107929351
Belgium	exports	wordnet_chemical_114806838
Democratic_Republic_of_the_Congo	exports	wordnet_diamond_113371958
Republic_of_Ireland	exports	wordnet_foodstuff_107566340
Switzerland	exports	wordnet_metallic_element_114625458
Haiti	exports	wordnet_coffee_bean_107929351
Guatemala	exports	wordnet_petroleum_114980579
Germany	exports	wordnet_machinery_103701640
Suriname	exports	wordnet_lumber_114943580
Sierra_Leone	exports	wordnet_diamond_113371958
Vietnam	exports	wordnet_machinery_103701640
Brazil	exports	wordnet_coffee_bean_107929351
Nicaragua	exports	wordnet_sugar_107859284
Uzbekistan	exports	wordnet_gold_113371760
