Bangladesh	imports	wordnet_foodstuff_107566340
Azerbaijan	imports	wordnet_foodstuff_107566340
Pakistan	imports	wordnet_petroleum_114980579
Albania	imports	wordnet_fabric_103309808
Indonesia	imports	wordnet_chemical_114806838
Germany	imports	wordnet_vehicle_104524313
Ethiopia	imports	wordnet_fabric_103309808
Peru	imports	wordnet_plastic_114592610
Mozambique	imports	wordnet_machinery_103701640
Botswana	imports	wordnet_fabric_103309808
Chile	imports	wordnet_vehicle_104524313
Tunisia	imports	wordnet_chemical_114806838
India	imports	wordnet_machinery_103701640
Gabon	imports	wordnet_chemical_114806838
Estonia	imports	wordnet_plastic_114592610
Russia	imports	wordnet_vehicle_104524313
Finland	imports	wordnet_chemical_114806838
Netherlands	imports	wordnet_chemical_114806838
Portugal	imports	wordnet_foodstuff_107566340
Uzbekistan	imports	wordnet_foodstuff_107566340
Sudan	imports	wordnet_foodstuff_107566340
Cuba	imports	wordnet_food_100021265
Switzerland	imports	wordnet_fabric_103309808
Burkina_Faso	imports	wordnet_foodstuff_107566340
Venezuela	imports	wordnet_car_102958343
Belgium	imports	wordnet_pharmaceutical_103920989
Kyrgyzstan	imports	wordnet_foodstuff_107566340
Papua_New_Guinea	imports	wordnet_fuel_114875077
Taiwan	imports	wordnet_electronics_106099269
Bangladesh	imports	wordnet_fabric_103309808
Cameroon	imports	wordnet_food_100021265
El_Salvador	imports	wordnet_foodstuff_107566340
Nigeria	imports	wordnet_chemical_114806838
Spain	imports	wordnet_fuel_114875077
Belarus	imports	wordnet_chemical_114806838
United_Kingdom	imports	wordnet_machinery_103701640
El_Salvador	imports	wordnet_electricity_111449907
Malaysia	imports	wordnet_plastic_114592610
Honduras	imports	wordnet_foodstuff_107566340
Eritrea	imports	wordnet_food_100021265
Colombia	imports	wordnet_consumer_goods_103093574
Kosovo	imports	wordnet_chemical_114806838
Egypt	imports	wordnet_chemical_114806838
Germany	imports	wordnet_foodstuff_107566340
Kosovo	imports	wordnet_foodstuff_107566340
El_Salvador	imports	wordnet_fuel_114875077
Barbados	imports	wordnet_consumer_goods_103093574
Spain	imports	wordnet_consumer_goods_103093574
Canada	imports	wordnet_chemical_114806838
Republic_of_Macedonia	imports	wordnet_chemical_114806838
Central_African_Republic	imports	wordnet_fabric_103309808
Philippines	imports	wordnet_chemical_114806838
Ethiopia	imports	wordnet_machinery_103701640
Netherlands	imports	wordnet_clothing_103051540
