Peter_Sellers	isMarriedTo	Britt_Ekland
Ferdinand_III,_Holy_Roman_Emperor	isMarriedTo	Maria_Anna_of_Spain
Sandra_Bullock	isMarriedTo	Keanu_Reeves
Chulalongkorn	isMarriedTo	Saovabha_Phongsri
Madonna_(entertainer)	isMarriedTo	Guy_Ritchie
Elizabeth_Ashley	isMarriedTo	George_Peppard
Angela_Lansbury	isMarriedTo	Richard_Cromwell
Jan_Sterling	isMarriedTo	John_Merivale
Willard_Mack	isMarriedTo	Pauline_Frederick
Lew_Cody	isMarriedTo	Mabel_Normand
Sadie_Frost	isMarriedTo	Gary_Kemp
Robert_Evans_(producer)	isMarriedTo	Ali_MacGraw
Bradley_Cooper	isMarriedTo	Renée_Zellweger
Liam_Neeson	isMarriedTo	Brooke_Shields
Pedro_I_of_Brazil	isMarriedTo	Amélie_of_Leuchtenberg
Meg_Ryan	isMarriedTo	Russell_Crowe
Catherine_Oxenberg	isMarriedTo	Robert_Evans_(producer)
Joanna_of_Castile	isMarriedTo	Charles_V,_Holy_Roman_Emperor
Ava_Gardner	isMarriedTo	Artie_Shaw
Artie_Shaw	isMarriedTo	Evelyn_Keyes
Jane_Fonda	isMarriedTo	Ted_Turner
Sean_Penn	isMarriedTo	Madonna_(entertainer)
Debra_Winger	isMarriedTo	Arliss_Howard
Emnilda	isMarriedTo	Bolesław_I_Chrobry
Jennifer_Aniston	isMarriedTo	Justin_Theroux
Charles_V,_Duke_of_Lorraine	isMarriedTo	Eleanor_of_Austria,_Queen_of_Poland
Fay_Wray	isMarriedTo	Robert_Riskin
Owen_Wilson	isMarriedTo	Sheryl_Crow
Mary_of_Burgundy	isMarriedTo	Antipope_Felix_V
Philip_II_of_Spain	isMarriedTo	Anna_of_Austria,_Queen_of_Spain
George_C._Scott	isMarriedTo	Trish_Van_Devere
Clark_Gable	isMarriedTo	Carole_Lombard
Athina_Livanos	isMarriedTo	Aristotle_Onassis
Carey_Lowell	isMarriedTo	Richard_Gere
Princess_Mary_Adelaide_of_Cambridge	isMarriedTo	Francis,_Duke_of_Teck
Barbara_Stanwyck	isMarriedTo	Robert_Taylor_(actor)
Sophie_Marceau	isMarriedTo	Christopher_Lambert
Naomi_Foner_Gyllenhaal	isMarriedTo	Stephen_Gyllenhaal
Marie-Christine_Arnautu	isMarriedTo	Florian_Philippot
Teresa_Wright	isMarriedTo	Niven_Busch
Alice_Faye	isMarriedTo	Phil_Harris
Juliana_of_the_Netherlands	isMarriedTo	Prince_Bernhard_of_the_Netherlands
Enid_Bennett	isMarriedTo	Fred_Niblo
Robert_II_of_France	isMarriedTo	Constance_of_Arles
Kekāuluohi	isMarriedTo	Kamehameha_I
Ronald_Reagan	isMarriedTo	Jane_Wyman
Elizabeth_Taylor	isMarriedTo	John_Warner
Amanda_Peet	isMarriedTo	David_Benioff
Meg_Ryan	isMarriedTo	Anthony_Edwards
Geena_Davis	isMarriedTo	Renny_Harlin
Juliette_Binoche	isMarriedTo	Olivier_Martinez
Abhishek_Bachchan	isMarriedTo	Aishwarya_Rai_Bachchan
Joan_Fontaine	isMarriedTo	Brian_Aherne
William_A._Seiter	isMarriedTo	Marian_Nixon
Marie-Christine_Arnautu	isMarriedTo	fr/Jean-François_Jalkh
Rex_Harrison	isMarriedTo	Rachel_Roberts_(actress)
Philip_V_of_Spain	isMarriedTo	Elisabeth_Farnese
David_Lean	isMarriedTo	Kay_Walsh
Amanda_Peet	isMarriedTo	Ben_Stiller
James_Farentino	isMarriedTo	Debrah_Farentino
Tyrone_Power	isMarriedTo	Linda_Christian
Ottokar_I_of_Bohemia	isMarriedTo	Adelaide_of_Meissen
Kelly_Preston	isMarriedTo	John_Travolta
Heather_Locklear	isMarriedTo	Richie_Sambora
Ione_Skye	isMarriedTo	Ad-Rock
Chris_Sarandon	isMarriedTo	Susan_Sarandon
Paulette_Goddard	isMarriedTo	Burgess_Meredith
Elizabeth_Montgomery	isMarriedTo	William_Asher
Vladislaus_II_of_Hungary	isMarriedTo	Beatrice_of_Naples
Gene_Markey	isMarriedTo	Myrna_Loy
Johnny_Depp	isMarriedTo	Winona_Ryder
Emma_of_Normandy	isMarriedTo	Canute
Henry_I_of_England	isMarriedTo	Matilda_of_Scotland
Philip_II_of_Spain	isMarriedTo	Mary_I_of_England
Douglas_Fairbanks	isMarriedTo	Sylvia_Ashley
Isabella_I_of_Jerusalem	isMarriedTo	Conrad_of_Montferrat
Fritz_Lang	isMarriedTo	Louis_Feuillade
William_II_of_the_Netherlands	isMarriedTo	Anna_Pavlovna_of_Russia
