Dante_Alighieri	influences	Giambattista_Vico
Robert_Crais	influences	Peter_David
Jack_Kerouac	influences	Neal_Cassady
Walter_Scott	influences	Honoré_de_Balzac
Federico_García_Lorca	influences	Giannina_Braschi
Stendhal	influences	Grigol_Robakidze
Jules_Verne	influences	Paul_Claudel
Bill_Cosby	influences	Dat_Phan
Plato	influences	Martin_Gardner
Michał_Kalecki	influences	Paul_A._Baran
Albert_Camus	influences	Paul_Auster
Friedrich_Nietzsche	influences	Alasdair_MacIntyre
William_Carlos_Williams	influences	Frank_O'Hara
Ernst_Mach	influences	Robert_Musil
Sam_Kinison	influences	Ron_White
Jack_Williamson	influences	Ray_Bradbury
Dante_Alighieri	influences	Julius_Evola
Friedrich_Heinrich_Jacobi	influences	Søren_Kierkegaard
Larry_Niven	influences	Alastair_Reynolds
Joseph_Butler	influences	Thomas_Reid
John_Tukey	influences	Dorian_Shainin
Vladimir_Lenin	influences	Tan_Malaka
Angela_Carter	influences	Anne_Enright
Leo_Tolstoy	influences	Malcolm_Lowry
Fred_Hoyle	influences	William_Alfred_Fowler
Ann_Beattie	influences	Tao_Lin
Sophocles	influences	Dominik_Smole
Montesquieu	influences	David_Hume
Ursula_K._Le_Guin	influences	David_Anthony_Durham
Friedrich_Hölderlin	influences	Friedrich_Wilhelm_Joseph_Schelling
Ludwig_Wittgenstein	influences	Peter_Geach
Eddie_Murphy	influences	Chris_Rock
Norman_Mailer	influences	Tom_Wolfe
Wallace_Stevens	influences	Michael_Palmer_(poet)
Fyodor_Dostoyevsky	influences	Julius_Evola
Stanley_Fischer	influences	Kenneth_Rogoff
William_Blake	influences	David_Almond
Marcel_Proust	influences	Mihail_Sebastian
Ronald_Fisher	influences	W._D._Hamilton
John_Dos_Passos	influences	William_Styron
William_James	influences	Daniel_Dennett
Kyōka_Izumi	influences	Ryūnosuke_Akutagawa
Roger_Zelazny	influences	Steven_Brust
William_S._Burroughs	influences	Lydia_Lunch
James_Branch_Cabell	influences	Lin_Carter
H._Rider_Haggard	influences	George_Lucas
Nelson_Goodman	influences	Jerry_Fodor
Joseph_Campbell	influences	George_Lucas
George_Gurdjieff	influences	Peter_Brook
Maine_de_Biran	influences	Félix_Ravaisson-Mollien
Euhemerus	influences	Clement_of_Alexandria
Carl_Schmitt	influences	Ernst_Jünger
Porphyry_(philosopher)	influences	Augustine_of_Hippo
Henri_Rousseau	influences	Fernand_Léger
Friedrich_Nietzsche	influences	Herbert_Marcuse
Heraclitus	influences	Friedrich_Nietzsche
Henry_Hazlitt	influences	Paul_Samuelson
Karl_Jaspers	influences	Walter_Kaufmann_(philosopher)
Nathanael_West	influences	John_Wooley
Herman_Melville	influences	D._H._Lawrence
Georg_Simmel	influences	Zygmunt_Bauman
Jim_Allen_(playwright)	influences	Christopher_Eccleston
Georg_Wilhelm_Friedrich_Hegel	influences	Wilhelm_Windelband
René_Descartes	influences	Karl_Popper
Félix_Ravaisson-Mollien	influences	Henri_Bergson
Riza_Talabani	influences	Abdurrahman_Sharafkandi
James_Joyce	influences	Jack_Kerouac
Otto_Gross	influences	D._H._Lawrence
Roland_Barthes	influences	Michel_Foucault
Caryl_Churchill	influences	Rebecca_Gilman
Charles_Maurras	influences	Maurice_Blanchot
Charles_Grafton_Page	influences	Alexander_Graham_Bell
Henri_Matisse	influences	David_Hockney
Peter_Kropotkin	influences	Franz_Kafka
James_Thurber	influences	Larry_Miller_(comedian)
Jean_Bourgain	influences	Terence_Tao
Émile_Durkheim	influences	Bronisław_Malinowski
Alfred_Marshall	influences	Gary_Becker
Ludwig_Wittgenstein	influences	Richard_Rorty
Titian	influences	Anthony_van_Dyck
Friedrich_Hayek	influences	James_M._Buchanan
Saul_Kripke	influences	Hilary_Putnam
Leo_Tolstoy	influences	Norm_Macdonald
Thomas_Hobbes	influences	Moses_Mendelssohn
Rembrandt	influences	William_Hazlitt
Henry_David_Thoreau	influences	John_Zerzan
William_Shakespeare	influences	Maya_Angelou
Henri_Bergson	influences	Henry_Nelson_Wieman
Henry_David_Thoreau	influences	Sue_Monk_Kidd
Billy_Connolly	influences	Craig_Ferguson
Thomas_Hardy	influences	Robert_Frost
Ray_Bradbury	influences	Michael_Bishop_(author)
