Honduras	exports	wordnet_coffee_bean_107929351
Latvia	exports	wordnet_foodstuff_107566340
Norway	exports	wordnet_metallic_element_114625458
United_Arab_Emirates	exports	wordnet_petroleum_114980579
Puerto_Rico	exports	wordnet_electronics_106099269
Mozambique	exports	wordnet_sugar_107859284
Zimbabwe	exports	wordnet_cotton_114870078
Rwanda	exports	wordnet_coffee_bean_107929351
Liberia	exports	wordnet_lumber_114943580
Kosovo	exports	wordnet_machinery_103701640
Tajikistan	exports	wordnet_fabric_103309808
Republic_of_the_Congo	exports	wordnet_diamond_113371958
Namibia	exports	wordnet_gold_113371760
Syria	exports	wordnet_petroleum_114980579
Jersey	exports	wordnet_foodstuff_107566340
India	exports	wordnet_car_102958343
Belarus	exports	wordnet_metallic_element_114625458
Colombia	exports	wordnet_coffee_bean_107929351
Suriname	exports	wordnet_petroleum_114980579
Panama	exports	wordnet_sugar_107859284
United_Kingdom	exports	wordnet_apparel_102728440
Wales	exports	wordnet_electricity_111449907
Nicaragua	exports	wordnet_gold_113371760
Uzbekistan	exports	wordnet_foodstuff_107566340
Russia	exports	wordnet_chemical_114806838
Haiti	exports	wordnet_apparel_102728440
Burma	exports	wordnet_rice_107804323
Guinea-Bissau	exports	wordnet_fish_102512053
Norway	exports	wordnet_chemical_114806838
Croatia	exports	wordnet_machinery_103701640
Switzerland	exports	wordnet_machinery_103701640
Botswana	exports	wordnet_fabric_103309808
Denmark	exports	wordnet_pharmaceutical_103920989
Portugal	exports	wordnet_clothing_103051540
Cuba	exports	wordnet_coffee_bean_107929351
Guinea-Bissau	exports	wordnet_rice_107804323
Guinea-Bissau	exports	wordnet_lumber_114943580
South_Korea	exports	wordnet_computer_103082979
Zimbabwe	exports	wordnet_gold_113371760
Vietnam	exports	wordnet_electronics_106099269
Democratic_Republic_of_the_Congo	exports	wordnet_diamond_113371958
Uzbekistan	exports	wordnet_gold_113371760
Israel	exports	wordnet_chemical_114806838
Laos	exports	wordnet_coffee_bean_107929351
Peru	exports	wordnet_coffee_bean_107929351
Russia	exports	wordnet_natural_gas_114960090
Pakistan	exports	wordnet_chemical_114806838
Austria	exports	wordnet_fabric_103309808
Thailand	exports	wordnet_fabric_103309808
Ivory_Coast	exports	wordnet_fish_102512053
The_Bahamas	exports	wordnet_chemical_114806838
Turkmenistan	exports	wordnet_cotton_114870078
Somalia	exports	wordnet_banana_112352287
Tajikistan	exports	wordnet_cotton_114870078
Lebanon	exports	wordnet_fruit_113134947
Uzbekistan	exports	wordnet_cotton_114870078
Guinea-Bissau	exports	wordnet_cotton_114870078
United_Kingdom	exports	wordnet_food_100021265
Egypt	exports	wordnet_fabric_103309808
Cape_Verde	exports	wordnet_fuel_114875077
Dominican_Republic	exports	wordnet_gold_113371760
Georgia_(country)	exports	wordnet_gold_113371760
France	exports	wordnet_chemical_114806838
Tanzania	exports	wordnet_coffee_bean_107929351
Finland	exports	wordnet_chemical_114806838
Tajikistan	exports	wordnet_fruit_113134947
United_Kingdom	exports	wordnet_chemical_114806838
Canada	exports	wordnet_lumber_114943580
Turkey	exports	wordnet_apparel_102728440
Guatemala	exports	wordnet_sugar_107859284
Ecuador	exports	wordnet_banana_112352287
Germany	exports	wordnet_foodstuff_107566340
Germany	exports	wordnet_machinery_103701640
Madagascar	exports	wordnet_sugar_107859284
Liberia	exports	wordnet_diamond_113371958
Scotland	exports	wordnet_electronics_106099269
Dominican_Republic	exports	wordnet_consumer_goods_103093574
El_Salvador	exports	wordnet_gold_113371760
Burma	exports	wordnet_clothing_103051540
Dominican_Republic	exports	wordnet_coffee_bean_107929351
